"","date","var","lwr","med","upr","trim","convergence_code","province_name","province","value","type"
"6492",2020-10-11,"report",654,709,778.05,"full",0,"Ontario","ON",649,"fit"
"6493",2020-10-12,"H",119,142,161,"full",0,"Ontario","ON",150,"fit"
"6494",2020-10-12,"ICU",51,64,77.05,"full",0,"Ontario","ON",53,"fit"
"6495",2020-10-12,"death",6.95,12,19,"full",0,"Ontario","ON",3,"fit"
"6496",2020-10-12,"report",665.95,730,789.05,"full",0,"Ontario","ON",807,"fit"
"6497",2020-10-13,"H",126.95,147,168,"full",0,"Ontario","ON",170,"fit"
"6498",2020-10-13,"ICU",52,66,80,"full",0,"Ontario","ON",60,"fit"
"6499",2020-10-13,"death",7,12,18.05,"full",0,"Ontario","ON",9,"fit"
"6500",2020-10-13,"report",677,738,798,"full",0,"Ontario","ON",746,"fit"
"6501",2020-10-14,"H",130,153,174.05,"full",0,"Ontario","ON",167,"fit"
"6502",2020-10-14,"ICU",53,67,82.05,"full",0,"Ontario","ON",64,"fit"
"6503",2020-10-14,"death",7,13,18.05,"full",0,"Ontario","ON",NA,"fit"
"6504",2020-10-14,"report",684.95,753,806,"full",0,"Ontario","ON",721,"fit"
"6505",2020-10-15,"H",133,157,179,"full",0,"Ontario","ON",191,"fit"
"6506",2020-10-15,"ICU",56,70,84,"full",0,"Ontario","ON",62,"fit"
"6507",2020-10-15,"death",7,13,19,"full",0,"Ontario","ON",5,"fit"
"6508",2020-10-15,"report",699,763,830,"full",0,"Ontario","ON",783,"fit"
"6509",2020-10-16,"H",142,162,186,"full",0,"Ontario","ON",194,"fit"
"6510",2020-10-16,"ICU",59,73,87,"full",0,"Ontario","ON",67,"fit"
"6511",2020-10-16,"death",7,13,20,"full",0,"Ontario","ON",9,"fit"
"6512",2020-10-16,"report",711.85,778,840,"full",0,"Ontario","ON",712,"fit"
"6513",2020-10-17,"H",141,167,192,"full",0,"Ontario","ON",206,"fit"
"6514",2020-10-17,"ICU",59,73,88,"full",0,"Ontario","ON",72,"fit"
"6515",2020-10-17,"death",8,14,20,"full",0,"Ontario","ON",10,"fit"
"6516",2020-10-17,"report",727.95,791,849.05,"full",0,"Ontario","ON",805,"fit"
"6517",2020-10-18,"H",149,172,195,"full",0,"Ontario","ON",176,"fit"
"6518",2020-10-18,"ICU",62,77,92,"full",0,"Ontario","ON",71,"fit"
"6519",2020-10-18,"death",8,13,20,"full",0,"Ontario","ON",5,"fit"
"6520",2020-10-18,"report",736,804,869,"full",0,"Ontario","ON",658,"fit"
"6521",2020-10-19,"H",155.95,177,204,"full",0,"Ontario","ON",183,"fit"
"6522",2020-10-19,"ICU",63,78,93,"full",0,"Ontario","ON",69,"fit"
"6523",2020-10-19,"death",9,14.5,20,"full",0,"Ontario","ON",4,"fit"
"6524",2020-10-19,"report",741.95,816.5,878.05,"full",0,"Ontario","ON",704,"fit"
"6525",2020-10-20,"H",156.95,182.5,208.05,"full",0,"Ontario","ON",202,"fit"
"6526",2020-10-20,"ICU",66,79,97,"full",0,"Ontario","ON",72,"fit"
"6527",2020-10-20,"death",8.95,14,21,"full",0,"Ontario","ON",3,"fit"
"6528",2020-10-20,"report",762.95,832.5,897,"full",0,"Ontario","ON",821,"fit"
"6529",2020-10-21,"H",162,187,216,"full",0,"Ontario","ON",189,"fit"
"6530",2020-10-21,"ICU",66.95,82,99,"full",0,"Ontario","ON",71,"fit"
"6531",2020-10-21,"death",8.95,14,21,"full",0,"Ontario","ON",9,"fit"
"6532",2020-10-21,"report",781,844,918,"full",0,"Ontario","ON",790,"fit"
"6533",2020-10-22,"H",168,191.5,217,"full",0,"Ontario","ON",196,"fit"
"6534",2020-10-22,"ICU",69,84,100.05,"full",0,"Ontario","ON",74,"fit"
"6535",2020-10-22,"death",9,15,22,"full",0,"Ontario","ON",9,"fit"
"6536",2020-10-22,"report",786,860.5,927.05,"full",0,"Ontario","ON",841,"fit"
"6537",2020-10-23,"H",173.95,197,220.05,"full",0,"Ontario","ON",198,"fit"
"6538",2020-10-23,"ICU",69.95,85,102,"full",0,"Ontario","ON",78,"fit"
"6539",2020-10-23,"death",10,15,23,"full",0,"Ontario","ON",9,"fit"
"6540",2020-10-23,"report",803.95,876,946.05,"full",0,"Ontario","ON",826,"fit"
"6541",2020-10-24,"H",178,203,229,"full",0,"Ontario","ON",212,"fit"
"6542",2020-10-24,"ICU",71.95,87,104.05,"full",0,"Ontario","ON",82,"fit"
"6543",2020-10-24,"death",9,15,21,"full",0,"Ontario","ON",6,"fit"
"6544",2020-10-24,"report",823,886,961.05,"full",0,"Ontario","ON",978,"fit"
"6545",2020-10-25,"H",183,208,232,"full",0,"Ontario","ON",199,"fit"
"6546",2020-10-25,"ICU",73,89,107,"full",0,"Ontario","ON",79,"fit"
"6547",2020-10-25,"death",10,16,23,"full",0,"Ontario","ON",7,"fit"
"6548",2020-10-25,"report",834.95,905,980,"full",0,"Ontario","ON",1042,"fit"
"6549",2020-10-26,"H",187.95,211,238.1,"full",0,"Ontario","ON",217,"fit"
"6550",2020-10-26,"ICU",75,90.5,108,"full",0,"Ontario","ON",78,"fit"
"6551",2020-10-26,"death",9,16,23,"full",0,"Ontario","ON",6,"fit"
"6552",2020-10-26,"report",844.9,922,992.05,"full",0,"Ontario","ON",851,"fit"
"6553",2020-10-27,"H",192,218,242.05,"full",0,"Ontario","ON",237,"fit"
"6554",2020-10-27,"ICU",76,93,110,"full",0,"Ontario","ON",75,"fit"
"6555",2020-10-27,"death",10,17,23.05,"full",0,"Ontario","ON",4,"fit"
"6556",2020-10-27,"report",858.95,932,1009,"full",0,"Ontario","ON",827,"fit"
"6557",2020-10-28,"H",195,223,252.05,"full",0,"Ontario","ON",241,"fit"
"6558",2020-10-28,"ICU",78.95,95,112,"full",0,"Ontario","ON",71,"fit"
"6559",2020-10-28,"death",10,17,24,"full",0,"Ontario","ON",5,"fit"
"6560",2020-10-28,"report",880.95,951,1026.05,"full",0,"Ontario","ON",834,"fit"
"6561",2020-10-29,"H",201,231,257,"full",0,"Ontario","ON",245,"fit"
"6562",2020-10-29,"ICU",80,96,115,"full",0,"Ontario","ON",77,"fit"
"6563",2020-10-29,"death",10,17,24,"full",0,"Ontario","ON",10,"fit"
"6564",2020-10-29,"report",891.95,962.5,1045.15,"full",0,"Ontario","ON",934,"fit"
"6565",2020-10-30,"H",203.95,234,264,"full",0,"Ontario","ON",239,"fit"
"6566",2020-10-30,"ICU",81,99,115.05,"full",0,"Ontario","ON",75,"fit"
"6567",2020-10-30,"death",11,17,24,"full",0,"Ontario","ON",9,"fit"
"6568",2020-10-30,"report",909,982,1069.1,"full",0,"Ontario","ON",896,"fit"
"6569",2020-10-31,"H",210,237,271,"full",0,"Ontario","ON",247,"fit"
"6570",2020-10-31,"ICU",84.95,100,117.05,"full",0,"Ontario","ON",73,"fit"
"6571",2020-10-31,"death",11,17,25,"full",0,"Ontario","ON",9,"fit"
"6572",2020-10-31,"report",915.95,996,1081.15,"full",0,"Ontario","ON",1015,"fit"
"6573",2020-11-01,"H",218,246,275,"full",0,"Ontario","ON",278,"fit"
"6574",2020-11-01,"ICU",84.95,102,119,"full",0,"Ontario","ON",72,"fit"
"6575",2020-11-01,"death",11,17,25,"full",0,"Ontario","ON",9,"fit"
"6576",2020-11-01,"report",940.9,1017,1096,"full",0,"Ontario","ON",977,"fit"
"6577",2020-11-02,"H",222.95,249,279,"full",0,"Ontario","ON",253,"fit"
"6578",2020-11-02,"ICU",87.95,104,124,"full",0,"Ontario","ON",75,"fit"
"6579",2020-11-02,"death",11.95,18,25,"full",0,"Ontario","ON",7,"fit"
"6580",2020-11-02,"report",956.85,1032.5,1111.05,"full",0,"Ontario","ON",948,"fit"
"6581",2020-11-03,"H",226.95,255,286,"full",0,"Ontario","ON",284,"fit"
"6582",2020-11-03,"ICU",88,106,124.05,"full",0,"Ontario","ON",73,"fit"
"6583",2020-11-03,"death",11,18,26,"full",0,"Ontario","ON",14,"fit"
"6584",2020-11-03,"report",967.95,1045,1124,"full",0,"Ontario","ON",1050,"fit"
"6585",2020-11-04,"H",233,261,289.05,"full",0,"Ontario","ON",292,"fit"
"6586",2020-11-04,"ICU",90.95,108,128,"full",0,"Ontario","ON",75,"fit"
"6587",2020-11-04,"death",12,18,26,"full",0,"Ontario","ON",16,"fit"
"6588",2020-11-04,"report",995,1073.5,1149.05,"full",0,"Ontario","ON",987,"fit"
"6589",2020-11-05,"H",235,262,292.05,"full",0,"Ontario","ON",295,"fit"
"6590",2020-11-05,"ICU",92,109,127,"full",0,"Ontario","ON",86,"fit"
"6591",2020-11-05,"death",11.95,18,27,"full",0,"Ontario","ON",13,"fit"
"6592",2020-11-05,"report",1002,1083,1173.05,"full",0,"Ontario","ON",998,"fit"
"6593",2020-11-06,"H",242,271,301.05,"full",0,"Ontario","ON",294,"fit"
"6594",2020-11-06,"ICU",94,112,132,"full",0,"Ontario","ON",86,"fit"
"6595",2020-11-06,"death",12,19,26.05,"full",0,"Ontario","ON",14,"fit"
"6596",2020-11-06,"report",1013.9,1102,1187.05,"full",0,"Ontario","ON",1003,"fit"
"6597",2020-11-07,"H",245,278,307,"full",0,"Ontario","ON",296,"fit"
"6598",2020-11-07,"ICU",95.95,113,133,"full",0,"Ontario","ON",88,"fit"
"6599",2020-11-07,"death",12,20,27,"full",0,"Ontario","ON",11,"fit"
"6600",2020-11-07,"report",1041.95,1125,1208.05,"full",0,"Ontario","ON",1132,"fit"
"6601",2020-11-08,"H",249,281,313.05,"full",0,"Ontario","ON",288,"fit"
"6602",2020-11-08,"ICU",100,117,138,"full",0,"Ontario","ON",86,"fit"
"6603",2020-11-08,"death",13,20,29,"full",0,"Ontario","ON",13,"fit"
"6604",2020-11-08,"report",1064.95,1140.5,1235,"full",0,"Ontario","ON",1328,"fit"
"6605",2020-11-09,"H",253,287,318,"full",0,"Ontario","ON",283,"fit"
"6606",2020-11-09,"ICU",98.95,118,139,"full",0,"Ontario","ON",84,"fit"
"6607",2020-11-09,"death",13,20.5,29.05,"full",0,"Ontario","ON",12,"fit"
"6608",2020-11-09,"report",1065.95,1157,1252,"full",0,"Ontario","ON",1242,"fit"
"6609",2020-11-10,"H",259,290,329,"full",0,"Ontario","ON",340,"fit"
"6610",2020-11-10,"ICU",102,121,143,"full",0,"Ontario","ON",82,"fit"
"6611",2020-11-10,"death",13.95,20,28,"full",0,"Ontario","ON",15,"fit"
"6612",2020-11-10,"report",1085.9,1171,1265,"full",0,"Ontario","ON",1388,"fit"
"6613",2020-11-11,"H",266,298,332,"full",0,"Ontario","ON",336,"fit"
"6614",2020-11-11,"ICU",103,121,144,"full",0,"Ontario","ON",88,"fit"
"6615",2020-11-11,"death",13,21,28,"full",0,"Ontario","ON",15,"fit"
"6616",2020-11-11,"report",1109.85,1197,1305.05,"full",0,"Ontario","ON",1426,"fit"
"6617",2020-11-12,"H",269,303,334,"full",0,"Ontario","ON",333,"fit"
"6618",2020-11-12,"ICU",107,126,145,"full",0,"Ontario","ON",98,"fit"
"6619",2020-11-12,"death",13.95,21,29.05,"full",0,"Ontario","ON",18,"fit"
"6620",2020-11-12,"report",1121,1212,1311.05,"full",0,"Ontario","ON",1575,"fit"
"6621",2020-11-13,"H",276,309,343.05,"full",0,"Ontario","ON",346,"fit"
"6622",2020-11-13,"ICU",108,127,146.05,"full",0,"Ontario","ON",106,"fit"
"6623",2020-11-13,"death",14.95,22,30,"full",0,"Ontario","ON",19,"fit"
"6624",2020-11-13,"report",1147.9,1236.5,1332.1,"full",0,"Ontario","ON",1396,"fit"
"6625",2020-11-14,"H",282.95,315,350,"full",0,"Ontario","ON",395,"fit"
"6626",2020-11-14,"ICU",108.95,129,150,"full",0,"Ontario","ON",107,"fit"
"6627",2020-11-14,"death",14,22,30,"full",0,"Ontario","ON",20,"fit"
"6628",2020-11-14,"report",1160.85,1253.5,1355,"full",0,"Ontario","ON",1581,"fit"
"6629",2020-11-15,"H",286,320,354,"full",0,"Ontario","ON",361,"fit"
"6630",2020-11-15,"ICU",113,130,152,"full",0,"Ontario","ON",118,"fit"
"6631",2020-11-15,"death",15,22,30,"full",0,"Ontario","ON",29,"fit"
"6632",2020-11-15,"report",1176,1275,1381.15,"full",0,"Ontario","ON",1248,"fit"
"6633",2020-11-16,"H",288,326,366.05,"full",0,"Ontario","ON",375,"fit"
"6634",2020-11-16,"ICU",115,134,155,"full",0,"Ontario","ON",125,"fit"
"6635",2020-11-16,"death",15,23,32,"full",0,"Ontario","ON",10,"fit"
"6636",2020-11-16,"report",1199.9,1292.5,1394.1,"full",0,"Ontario","ON",1487,"fit"
"6637",2020-11-17,"H",300,332,370,"full",0,"Ontario","ON",402,"fit"
"6638",2020-11-17,"ICU",116,137,158.05,"full",0,"Ontario","ON",127,"fit"
"6639",2020-11-17,"death",16,23,31,"full",0,"Ontario","ON",12,"fit"
"6640",2020-11-17,"report",1217,1313,1422.05,"full",0,"Ontario","ON",1249,"fit"
"6641",2020-11-18,"H",306.95,339,374,"full",0,"Ontario","ON",408,"fit"
"6642",2020-11-18,"ICU",117.95,138,159.05,"full",0,"Ontario","ON",127,"fit"
"6643",2020-11-18,"death",16,23,32,"full",0,"Ontario","ON",32,"fit"
"6644",2020-11-18,"report",1236.9,1331.5,1431,"full",0,"Ontario","ON",1417,"fit"
"6645",2020-11-19,"H",308,345,378.05,"full",0,"Ontario","ON",380,"fit"
"6646",2020-11-19,"ICU",122,142,162,"full",0,"Ontario","ON",146,"fit"
"6647",2020-11-19,"death",16,24,33,"full",0,"Ontario","ON",28,"fit"
"6648",2020-11-19,"report",1256.95,1355.5,1461,"full",0,"Ontario","ON",1210,"fit"
"6649",2020-11-20,"H",315,350,389,"full",0,"Ontario","ON",376,"fit"
"6650",2020-11-20,"ICU",121,143,166.05,"full",0,"Ontario","ON",142,"fit"
"6651",2020-11-20,"death",17,24,32,"full",0,"Ontario","ON",8,"fit"
"6652",2020-11-20,"report",1285.95,1375,1481.1,"full",0,"Ontario","ON",1418,"fit"
"6653",2020-11-21,"H",317.95,355.5,395.1,"full",0,"Ontario","ON",367,"fit"
"6654",2020-11-21,"ICU",122.95,144,168,"full",0,"Ontario","ON",146,"fit"
"6655",2020-11-21,"death",17,25,34,"full",0,"Ontario","ON",21,"fit"
"6656",2020-11-21,"report",1288.95,1398.5,1499.05,"full",0,"Ontario","ON",1588,"fit"
"6657",2020-11-22,"H",326,360.5,400,"full",0,"Ontario","ON",337,"fit"
"6658",2020-11-22,"ICU",126,146,169,"full",0,"Ontario","ON",147,"fit"
"6659",2020-11-22,"death",17,25,34,"full",0,"Ontario","ON",14,"fit"
"6660",2020-11-22,"report",1308.95,1419.5,1543.1,"full",0,"Ontario","ON",1534,"fit"
"6661",2020-11-23,"H",328.95,367,407.05,"full",0,"Ontario","ON",351,"fit"
"6662",2020-11-23,"ICU",129,149,171.1,"full",0,"Ontario","ON",156,"fit"
"6663",2020-11-23,"death",18,25,34,"full",0,"Ontario","ON",19,"fit"
"6664",2020-11-23,"report",1334,1446,1572.05,"full",0,"Ontario","ON",1589,"fit"
"6665",2020-11-24,"H",337,377,425,"full",0,"Ontario","ON",375,"fit"
"6666",2020-11-24,"ICU",128,154,177,"full",0,"Ontario","ON",159,"fit"
"6667",2020-11-24,"death",29,39,49,"full",0,"Ontario","ON",14,"fit"
"6668",2020-11-24,"report",1351,1469,1575.05,"full",0,"Ontario","ON",1009,"fit"
"6669",2020-11-25,"H",346.95,383,427.05,"full",0,"Ontario","ON",364,"fit"
"6670",2020-11-25,"ICU",134,155,179.05,"full",0,"Ontario","ON",159,"fit"
"6671",2020-11-25,"death",18,27,37,"full",0,"Ontario","ON",35,"fit"
"6672",2020-11-25,"report",1375,1488,1602.1,"full",0,"Ontario","ON",1373,"fit"
"6673",2020-11-26,"H",352.95,390,434,"full",0,"Ontario","ON",405,"fit"
"6674",2020-11-26,"ICU",140,159,180,"full",0,"Ontario","ON",151,"fit"
"6675",2020-11-26,"death",19,27,36,"full",0,"Ontario","ON",21,"fit"
"6676",2020-11-26,"report",1388,1514,1642.05,"full",0,"Ontario","ON",1478,"fit"
"6677",2020-11-27,"H",352.95,395,437,"full",0,"Ontario","ON",390,"fit"
"6678",2020-11-27,"ICU",135.95,160,183,"full",0,"Ontario","ON",151,"fit"
"6679",2020-11-27,"death",19,27,36,"full",0,"Ontario","ON",20,"fit"
"6680",2020-11-27,"report",1407.95,1533,1657.35,"full",0,"Ontario","ON",1855,"fit"
"6681",2020-11-28,"H",365.95,407,448.05,"full",0,"Ontario","ON",440,"fit"
"6682",2020-11-28,"ICU",140,164,188,"full",0,"Ontario","ON",155,"fit"
"6683",2020-11-28,"death",19,28,38,"full",0,"Ontario","ON",29,"fit"
"6684",2020-11-28,"report",1438.95,1558,1687.05,"full",0,"Ontario","ON",1822,"fit"
"6685",2020-11-29,"H",370.95,410.5,452.05,"full",0,"Ontario","ON",430,"fit"
"6686",2020-11-29,"ICU",143,165,190.05,"full",0,"Ontario","ON",156,"fit"
"6687",2020-11-29,"death",19.95,29,38,"full",0,"Ontario","ON",24,"fit"
"6688",2020-11-29,"report",1474.8,1589,1707.05,"full",0,"Ontario","ON",1708,"fit"
"6689",2020-11-30,"H",375,415,456,"full",0,"Ontario","ON",450,"fit"
"6690",2020-11-30,"ICU",146,169,194,"full",0,"Ontario","ON",168,"fit"
"6691",2020-11-30,"death",20,29,38,"full",0,"Ontario","ON",8,"fit"
"6692",2020-11-30,"report",1496,1609,1742.1,"full",0,"Ontario","ON",1746,"fit"
"6693",2020-12-01,"H",385.9,424,470,"full",0,"Ontario","ON",460,"fit"
"6694",2020-12-01,"ICU",150.95,173,196.05,"full",0,"Ontario","ON",185,"fit"
"6695",2020-12-01,"death",20,29,39,"full",0,"Ontario","ON",7,"fit"
"6696",2020-12-01,"report",1517.95,1640,1777.1,"full",0,"Ontario","ON",1707,"fit"
"6697",2020-12-02,"H",391,432,471.05,"full",0,"Ontario","ON",473,"fit"
"6698",2020-12-02,"ICU",151,175,197,"full",0,"Ontario","ON",183,"fit"
"6699",2020-12-02,"death",21,30,38,"full",0,"Ontario","ON",35,"fit"
"6700",2020-12-02,"report",1549.95,1669.5,1792.05,"full",0,"Ontario","ON",1723,"fit"
"6701",2020-12-03,"H",399.9,436.5,481,"full",0,"Ontario","ON",471,"fit"
"6702",2020-12-03,"ICU",152,178,203,"full",0,"Ontario","ON",195,"fit"
"6703",2020-12-03,"death",21,30,39,"full",0,"Ontario","ON",14,"fit"
"6704",2020-12-03,"report",1578.9,1707.5,1828.15,"full",0,"Ontario","ON",1824,"fit"
"6705",2020-12-04,"H",402,448,488.05,"full",0,"Ontario","ON",467,"fit"
"6706",2020-12-04,"ICU",156,180,208,"full",0,"Ontario","ON",207,"fit"
"6707",2020-12-04,"death",22,31,40,"full",0,"Ontario","ON",25,"fit"
"6708",2020-12-04,"report",1617.9,1739,1855.1,"full",0,"Ontario","ON",1780,"fit"
"6709",2020-12-05,"H",411.95,453,499.1,"full",0,"Ontario","ON",507,"fit"
"6710",2020-12-05,"ICU",157,184,209,"full",0,"Ontario","ON",202,"fit"
"6711",2020-12-05,"death",22.95,31,40.05,"full",0,"Ontario","ON",20,"fit"
"6712",2020-12-05,"report",1639,1765,1878,"full",0,"Ontario","ON",1859,"fit"
"6713",2020-12-06,"H",422.95,462,509,"full",0,"Ontario","ON",497,"fit"
"6714",2020-12-06,"ICU",165.95,186.5,212,"full",0,"Ontario","ON",204,"fit"
"6715",2020-12-06,"death",23,32,41.05,"full",0,"Ontario","ON",15,"fit"
"6716",2020-12-06,"report",1663,1794,1931.2,"full",0,"Ontario","ON",1924,"fit"
"6717",2020-12-07,"H",419.95,468,514.05,"full",0,"Ontario","ON",512,"fit"
"6718",2020-12-07,"ICU",165,190,219,"full",0,"Ontario","ON",213,"fit"
"6719",2020-12-07,"death",23,32.5,41,"full",0,"Ontario","ON",26,"fit"
"6720",2020-12-07,"report",1693.95,1827.5,1965,"full",0,"Ontario","ON",1925,"fit"
"6721",2020-12-08,"H",428.95,475.5,522,"full",0,"Ontario","ON",575,"fit"
"6722",2020-12-08,"ICU",164.95,191,220,"full",0,"Ontario","ON",219,"fit"
"6723",2020-12-08,"death",23,33,43,"full",0,"Ontario","ON",10,"fit"
"6724",2020-12-08,"report",1723.95,1854.5,1991,"full",0,"Ontario","ON",1676,"fit"
"6725",2020-12-09,"H",438.95,483,532.05,"full",0,"Ontario","ON",590,"fit"
"6726",2020-12-09,"ICU",170.95,196,222,"full",0,"Ontario","ON",221,"fit"
"6727",2020-12-09,"death",24,33,43,"full",0,"Ontario","ON",28,"fit"
"6728",2020-12-09,"report",1737.95,1885.5,2032.1,"full",0,"Ontario","ON",1890,"fit"
"6729",2020-12-10,"H",447.95,490,540,"full",0,"Ontario","ON",601,"fit"
"6730",2020-12-10,"ICU",173,199,226.05,"full",0,"Ontario","ON",228,"fit"
"6731",2020-12-10,"death",24,33,44,"full",0,"Ontario","ON",35,"fit"
"6732",2020-12-10,"report",1776.95,1920,2059.05,"full",0,"Ontario","ON",1983,"fit"
"6733",2020-12-11,"H",454,499.5,555,"full",0,"Ontario","ON",573,"fit"
"6734",2020-12-11,"ICU",177,201,228,"full",0,"Ontario","ON",235,"fit"
"6735",2020-12-11,"death",26,35,44,"full",0,"Ontario","ON",45,"fit"
"6736",2020-12-11,"report",1803.95,1941.5,2095,"full",0,"Ontario","ON",1848,"fit"
"6737",2020-12-12,"H",467,515.5,558.05,"full",0,"Ontario","ON",618,"fit"
"6738",2020-12-12,"ICU",179,208.5,235.05,"full",0,"Ontario","ON",237,"fit"
"6739",2020-12-12,"death",40,52,65.05,"full",0,"Ontario","ON",17,"fit"
"6740",2020-12-12,"report",1835.95,1983,2136,"full",0,"Ontario","ON",1873,"fit"
"6741",2020-12-13,"H",471.95,522,571,"full",0,"Ontario","ON",560,"fit"
"6742",2020-12-13,"ICU",182.95,209,237,"full",0,"Ontario","ON",253,"fit"
"6743",2020-12-13,"death",27,36,46,"full",0,"Ontario","ON",16,"fit"
"6744",2020-12-13,"report",1856.8,2006.5,2176,"full",0,"Ontario","ON",1677,"fit"
"6745",2020-12-14,"H",484,526,580.05,"full",0,"Ontario","ON",613,"fit"
"6746",2020-12-14,"ICU",187,214,241,"full",0,"Ontario","ON",244,"fit"
"6747",2020-12-14,"death",26.95,37,48,"full",0,"Ontario","ON",23,"fit"
"6748",2020-12-14,"report",1892.7,2038,2206,"full",0,"Ontario","ON",1940,"fit"
"6749",2020-12-15,"H",487,538,588,"full",0,"Ontario","ON",672,"fit"
"6750",2020-12-15,"ICU",190,216,245,"full",0,"Ontario","ON",249,"fit"
"6751",2020-12-15,"death",27,36,47,"full",0,"Ontario","ON",20,"fit"
"6752",2020-12-15,"report",1900.7,2082,2250.35,"full",0,"Ontario","ON",2275,"fit"
"6753",2020-12-16,"H",499,547,597.05,"full",0,"Ontario","ON",676,"fit"
"6754",2020-12-16,"ICU",194,222,250.05,"full",0,"Ontario","ON",256,"fit"
"6755",2020-12-16,"death",26.95,38,48,"full",0,"Ontario","ON",43,"fit"
"6756",2020-12-16,"report",1932.95,2107,2303,"full",0,"Ontario","ON",2139,"fit"
"6757",2020-12-17,"H",510,559,613,"full",0,"Ontario","ON",656,"fit"
"6758",2020-12-17,"ICU",197,225,251,"full",0,"Ontario","ON",263,"fit"
"6759",2020-12-17,"death",27,38,50,"full",0,"Ontario","ON",23,"fit"
"6760",2020-12-17,"report",1967.75,2148,2336.05,"full",0,"Ontario","ON",2432,"fit"
"6761",2020-12-18,"H",515.95,569,623,"full",0,"Ontario","ON",616,"fit"
"6762",2020-12-18,"ICU",202,231,258,"full",0,"Ontario","ON",261,"fit"
"6763",2020-12-18,"death",29,39,51,"full",0,"Ontario","ON",40,"fit"
"6764",2020-12-18,"report",2016.9,2203.5,2372.15,"full",0,"Ontario","ON",2290,"fit"
"6765",2020-12-19,"H",522.95,575.5,630.05,"full",0,"Ontario","ON",639,"fit"
"6766",2020-12-19,"ICU",205,233,260,"full",0,"Ontario","ON",256,"fit"
"6767",2020-12-19,"death",30,40,52,"full",0,"Ontario","ON",27,"fit"
"6768",2020-12-19,"report",2088.95,2268.5,2442.1,"full",0,"Ontario","ON",2357,"fit"
"6769",2020-12-20,"H",531.95,587,639.1,"full",0,"Ontario","ON",614,"fit"
"6770",2020-12-20,"ICU",207,238,269.05,"full",0,"Ontario","ON",261,"fit"
"6771",2020-12-20,"death",31,41,52,"full",0,"Ontario","ON",25,"fit"
"6772",2020-12-20,"report",2144.9,2327,2503.3,"full",0,"Ontario","ON",2316,"fit"
"6773",2020-12-21,"H",545.95,600,659.1,"full",0,"Ontario","ON",650,"fit"
"6774",2020-12-21,"ICU",211,242,273,"full",0,"Ontario","ON",265,"fit"
"6775",2020-12-21,"death",31,42,54,"full",0,"Ontario","ON",17,"fit"
"6776",2020-12-21,"report",2218.95,2394.5,2570.05,"full",0,"Ontario","ON",2123,"fit"
"6777",2020-12-22,"H",556,609,660.1,"full",0,"Ontario","ON",732,"fit"
"6778",2020-12-22,"ICU",217,249,278,"full",0,"Ontario","ON",273,"fit"
"6779",2020-12-22,"death",33,43,54,"full",0,"Ontario","ON",21,"fit"
"6780",2020-12-22,"report",2299.65,2473,2644.05,"full",0,"Ontario","ON",2202,"fit"
"6781",2020-12-23,"H",564.95,620,680,"full",0,"Ontario","ON",727,"fit"
"6782",2020-12-23,"ICU",225.95,253,289.05,"full",0,"Ontario","ON",275,"fit"
"6783",2020-12-23,"death",33,44,55.05,"full",0,"Ontario","ON",41,"fit"
"6784",2020-12-23,"report",2385.9,2541.5,2726.1,"full",0,"Ontario","ON",2408,"fit"
"6785",2020-12-24,"H",582,634,687.1,"full",0,"Ontario","ON",690,"fit"
"6786",2020-12-24,"ICU",225,260,292,"full",0,"Ontario","ON",277,"fit"
"6787",2020-12-24,"death",34,46,56,"full",0,"Ontario","ON",49,"fit"
"6788",2020-12-24,"report",2420,2627.5,2814.05,"full",0,"Ontario","ON",2447,"fit"
"6789",2020-12-25,"H",586,646,702,"full",0,"Ontario","ON",718,"fit"
"6790",2020-12-25,"ICU",233.95,263,295,"full",0,"Ontario","ON",280,"fit"
"6791",2020-12-25,"death",34,47,59,"full",0,"Ontario","ON",43,"fit"
"6792",2020-12-25,"report",2497,2688,2870,"full",0,"Ontario","ON",2159,"fit"
"6793",2020-12-26,"H",601.95,658,716,"full",0,"Ontario","ON",469,"fit"
"6794",2020-12-26,"ICU",240,269,304,"full",0,"Ontario","ON",286,"fit"
"6795",2020-12-26,"death",37,48,60,"full",0,"Ontario","ON",38,"fit"
"6796",2020-12-26,"report",2568.9,2755,2946.1,"full",0,"Ontario","ON",2142,"fit"
"6797",2020-12-27,"H",623,677,738.05,"full",0,"Ontario","ON",538,"fit"
"6798",2020-12-27,"ICU",248,280,312.05,"full",0,"Ontario","ON",285,"fit"
"6799",2020-12-27,"death",59.95,72,89,"full",0,"Ontario","ON",18,"fit"
"6800",2020-12-27,"report",2638,2836.5,3059.3,"full",0,"Ontario","ON",2005,"fit"
"6801",2020-12-28,"H",642,694,754,"full",0,"Ontario","ON",571,"fit"
"6802",2020-12-28,"ICU",256.95,288,320,"full",0,"Ontario","ON",304,"fit"
"6803",2020-12-28,"death",39,51,64,"full",0,"Ontario","ON",37,"fit"
"6804",2020-12-28,"report",2712.9,2911.5,3155,"full",0,"Ontario","ON",1939,"fit"
"6805",2020-12-29,"H",657,712,771.05,"full",0,"Ontario","ON",560,"fit"
"6806",2020-12-29,"ICU",260,293,328.05,"full",0,"Ontario","ON",304,"fit"
"6807",2020-12-29,"death",41,52,65,"full",0,"Ontario","ON",41,"fit"
"6808",2020-12-29,"report",2760.6,2995,3202.1,"full",0,"Ontario","ON",2553,"fit"
