"","date","var","lwr","med","upr","trim","convergence_code","province_name","province","value","type"
"2667",2021-01-27,"death",4,8,13,"full",0,"British Columbia","BC",4,"fit"
"2668",2021-01-27,"report",442.9,490,540,"full",0,"British Columbia","BC",485,"fit"
"2669",2021-01-28,"H",214,240,271,"full",0,"British Columbia","BC",216,"fit"
"2670",2021-01-28,"ICU",59,72,87.05,"full",0,"British Columbia","BC",75,"fit"
"2671",2021-01-28,"death",4,8,14,"full",0,"British Columbia","BC",12,"fit"
"2672",2021-01-28,"report",438,490,534.05,"full",0,"British Columbia","BC",546,"fit"
"2673",2021-01-29,"H",208,238,266.05,"full",0,"British Columbia","BC",218,"fit"
"2674",2021-01-29,"ICU",58,72,85.05,"full",0,"British Columbia","BC",74,"fit"
"2675",2021-01-29,"death",3,8,13,"full",0,"British Columbia","BC",5,"fit"
"2676",2021-01-29,"report",437,487,532.05,"full",0,"British Columbia","BC",514,"fit"
"2677",2021-01-30,"H",206.95,236.5,266.05,"full",0,"British Columbia","BC",218,"fit"
"2678",2021-01-30,"ICU",56.95,71,86,"full",0,"British Columbia","BC",74,"fit"
"2679",2021-01-30,"death",3,8,13,"full",0,"British Columbia","BC",NA,"fit"
"2680",2021-01-30,"report",433.95,481,527,"full",0,"British Columbia","BC",NA,"fit"
"2681",2021-01-31,"H",205,235,265,"full",0,"British Columbia","BC",218,"fit"
"2682",2021-01-31,"ICU",57,70,87,"full",0,"British Columbia","BC",74,"fit"
"2683",2021-01-31,"death",4,8,13,"full",0,"British Columbia","BC",NA,"fit"
"2684",2021-01-31,"report",433.95,475.5,525.05,"full",0,"British Columbia","BC",NA,"fit"
"2685",2021-02-01,"H",204,233,262.05,"full",0,"British Columbia","BC",218,"fit"
"2686",2021-02-01,"ICU",55,69,83.05,"full",0,"British Columbia","BC",74,"fit"
"2687",2021-02-01,"death",3.95,8,13,"full",0,"British Columbia","BC",21,"fit"
"2688",2021-02-01,"report",432,476.5,523.05,"full",0,"British Columbia","BC",NA,"fit"
"2689",2021-02-02,"H",203,231,259,"full",0,"British Columbia","BC",212,"fit"
"2690",2021-02-02,"ICU",55,69,84,"full",0,"British Columbia","BC",82,"fit"
"2691",2021-02-02,"death",3,8,13,"full",0,"British Columbia","BC",8,"fit"
"2692",2021-02-02,"report",431.9,476,519.05,"full",0,"British Columbia","BC",429,"fit"
"2693",2021-02-03,"H",200,228,259,"full",0,"British Columbia","BC",198,"fit"
"2694",2021-02-03,"ICU",55,69,83.05,"full",0,"British Columbia","BC",80,"fit"
"2695",2021-02-03,"death",3.95,8,13,"full",0,"British Columbia","BC",16,"fit"
"2696",2021-02-03,"report",425.95,470,520,"full",0,"British Columbia","BC",414,"fit"
"2697",2021-02-04,"H",200.95,228,256.05,"full",0,"British Columbia","BC",181,"fit"
"2698",2021-02-04,"ICU",54,69,82,"full",0,"British Columbia","BC",76,"fit"
"2699",2021-02-04,"death",3.95,8,13,"full",0,"British Columbia","BC",6,"fit"
"2700",2021-02-04,"report",420,468,513.05,"full",0,"British Columbia","BC",465,"fit"
"2701",2021-02-05,"H",199,227,256,"full",0,"British Columbia","BC",183,"fit"
"2702",2021-02-05,"ICU",55,67,83,"full",0,"British Columbia","BC",70,"fit"
"2703",2021-02-05,"death",4,8,13,"full",0,"British Columbia","BC",6,"fit"
"2704",2021-02-05,"report",420.95,464,511,"full",0,"British Columbia","BC",471,"fit"
"2705",2021-02-06,"H",195.9,225,253.05,"full",0,"British Columbia","BC",183,"fit"
"2706",2021-02-06,"ICU",53,68,83,"full",0,"British Columbia","BC",70,"fit"
"2707",2021-02-06,"death",3,8,13,"full",0,"British Columbia","BC",NA,"fit"
"2708",2021-02-06,"report",417.95,463,511.05,"full",0,"British Columbia","BC",NA,"fit"
"2709",2021-02-07,"H",197,223,250,"full",0,"British Columbia","BC",183,"fit"
"2710",2021-02-07,"ICU",54,67,83,"full",0,"British Columbia","BC",70,"fit"
"2711",2021-02-07,"death",3,7,12,"full",0,"British Columbia","BC",NA,"fit"
"2712",2021-02-07,"report",413.95,458,503,"full",0,"British Columbia","BC",NA,"fit"
"2713",2021-02-08,"H",196,221.5,251.05,"full",0,"British Columbia","BC",165,"fit"
"2714",2021-02-08,"ICU",53,66,81,"full",0,"British Columbia","BC",69,"fit"
"2715",2021-02-08,"death",3,7,13,"full",0,"British Columbia","BC",13,"fit"
"2716",2021-02-08,"report",410,456.5,505.05,"full",0,"British Columbia","BC",NA,"fit"
"2717",2021-02-09,"H",193,221,251.05,"full",0,"British Columbia","BC",173,"fit"
"2718",2021-02-09,"ICU",54,67,81,"full",0,"British Columbia","BC",68,"fit"
"2719",2021-02-09,"death",3.95,7,12,"full",0,"British Columbia","BC",4,"fit"
"2720",2021-02-09,"report",409,455,504,"full",0,"British Columbia","BC",435,"fit"
"2721",2021-02-10,"H",190,219,246,"full",0,"British Columbia","BC",164,"fit"
"2722",2021-02-10,"ICU",53,67,80.05,"full",0,"British Columbia","BC",66,"fit"
"2723",2021-02-10,"death",4,8,12.05,"full",0,"British Columbia","BC",6,"fit"
"2724",2021-02-10,"report",409.9,453,502,"full",0,"British Columbia","BC",469,"fit"
"2725",2021-02-11,"H",193.95,217,247,"full",0,"British Columbia","BC",161,"fit"
"2726",2021-02-11,"ICU",52,66,82,"full",0,"British Columbia","BC",63,"fit"
"2727",2021-02-11,"death",3,7,13,"full",0,"British Columbia","BC",9,"fit"
"2728",2021-02-11,"report",405.95,452,497.05,"full",0,"British Columbia","BC",449,"fit"
"2729",2021-02-12,"H",189,213,242.05,"full",0,"British Columbia","BC",165,"fit"
"2730",2021-02-12,"ICU",52,65,78,"full",0,"British Columbia","BC",61,"fit"
"2731",2021-02-12,"death",3.95,7,12,"full",0,"British Columbia","BC",10,"fit"
"2732",2021-02-12,"report",396.95,445,495,"full",0,"British Columbia","BC",445,"fit"
"2733",2021-02-13,"H",189.95,214,242,"full",0,"British Columbia","BC",165,"fit"
"2734",2021-02-13,"ICU",51,64,78,"full",0,"British Columbia","BC",61,"fit"
"2735",2021-02-13,"death",3,7,13,"full",0,"British Columbia","BC",NA,"fit"
"2736",2021-02-13,"report",394.9,442,489,"full",0,"British Columbia","BC",NA,"fit"
"2737",2021-02-14,"H",187,213,241,"full",0,"British Columbia","BC",165,"fit"
"2738",2021-02-14,"ICU",51.95,64,77,"full",0,"British Columbia","BC",61,"fit"
"2739",2021-02-14,"death",3,7,11,"full",0,"British Columbia","BC",NA,"fit"
"2740",2021-02-14,"report",396,439.5,492.05,"full",0,"British Columbia","BC",NA,"fit"
"2741",2021-02-15,"H",187.95,211,241,"full",0,"British Columbia","BC",165,"fit"
"2742",2021-02-15,"ICU",50,64,78,"full",0,"British Columbia","BC",61,"fit"
"2743",2021-02-15,"death",3,7,12,"full",0,"British Columbia","BC",NA,"fit"
"2744",2021-02-15,"report",386.9,436,489,"full",0,"British Columbia","BC",NA,"fit"
"2745",2021-02-16,"H",184.95,211,239,"full",0,"British Columbia","BC",157,"fit"
"2746",2021-02-16,"ICU",51,63,77,"full",0,"British Columbia","BC",74,"fit"
"2747",2021-02-16,"death",3,7,12,"full",0,"British Columbia","BC",26,"fit"
"2748",2021-02-16,"report",385,436,486.05,"full",0,"British Columbia","BC",302,"fit"
"2749",2021-02-17,"H",182,209,236,"full",0,"British Columbia","BC",169,"fit"
"2750",2021-02-17,"ICU",50,64,77.05,"full",0,"British Columbia","BC",63,"fit"
"2751",2021-02-17,"death",3,7,12,"full",0,"British Columbia","BC",3,"fit"
"2752",2021-02-17,"report",387,431,478.05,"full",0,"British Columbia","BC",427,"fit"
"2753",2021-02-18,"H",181,209,236,"full",0,"British Columbia","BC",164,"fit"
"2754",2021-02-18,"ICU",48.95,62.5,77,"full",0,"British Columbia","BC",60,"fit"
"2755",2021-02-18,"death",3,7,12,"full",0,"British Columbia","BC",4,"fit"
"2756",2021-02-18,"report",386,430,477.05,"full",0,"British Columbia","BC",617,"fit"
"2757",2021-02-19,"H",181,206,238.05,"full",0,"British Columbia","BC",156,"fit"
"2758",2021-02-19,"ICU",50,62,77,"full",0,"British Columbia","BC",61,"fit"
"2759",2021-02-19,"death",3,7,12,"full",0,"British Columbia","BC",6,"fit"
"2760",2021-02-19,"report",377,427,477,"full",0,"British Columbia","BC",508,"fit"
"2761",2021-02-20,"H",179,206,236,"full",0,"British Columbia","BC",156,"fit"
"2762",2021-02-20,"ICU",51,63,76,"full",0,"British Columbia","BC",61,"fit"
"2763",2021-02-20,"death",3,7,12,"full",0,"British Columbia","BC",NA,"fit"
"2764",2021-02-20,"report",381,422,467.05,"full",0,"British Columbia","BC",NA,"fit"
"2765",2021-02-21,"H",177,203,231,"full",0,"British Columbia","BC",156,"fit"
"2766",2021-02-21,"ICU",49,61,76,"full",0,"British Columbia","BC",61,"fit"
"2767",2021-02-21,"death",3,7,11,"full",0,"British Columbia","BC",NA,"fit"
"2768",2021-02-21,"report",370,420,472,"full",0,"British Columbia","BC",NA,"fit"
"2769",2021-02-22,"H",177,203,230,"full",0,"British Columbia","BC",157,"fit"
"2770",2021-02-22,"ICU",48,61,75,"full",0,"British Columbia","BC",66,"fit"
"2771",2021-02-22,"death",3,7,12,"full",0,"British Columbia","BC",8,"fit"
"2772",2021-02-22,"report",369,417.5,469.05,"full",0,"British Columbia","BC",NA,"fit"
"2773",2021-02-23,"H",177,201,230.05,"full",0,"British Columbia","BC",169,"fit"
"2774",2021-02-23,"ICU",47,60,75,"full",0,"British Columbia","BC",69,"fit"
"2775",2021-02-23,"death",3,7,12,"full",0,"British Columbia","BC",1,"fit"
"2776",2021-02-23,"report",368.95,413,464,"full",0,"British Columbia","BC",559,"fit"
"2777",2021-02-24,"H",173,199,231,"full",0,"British Columbia","BC",173,"fit"
"2778",2021-02-24,"ICU",47,60,74.05,"full",0,"British Columbia","BC",64,"fit"
"2779",2021-02-24,"death",3,7,12,"full",0,"British Columbia","BC",2,"fit"
"2780",2021-02-24,"report",366,410,463.05,"full",0,"British Columbia","BC",456,"fit"
"2781",2021-02-25,"H",177,201.5,226.1,"full",0,"British Columbia","BC",166,"fit"
"2782",2021-02-25,"ICU",47,60,74,"full",0,"British Columbia","BC",62,"fit"
"2783",2021-02-25,"death",3,7,12,"full",0,"British Columbia","BC",10,"fit"
"2784",2021-02-25,"report",361,409,464,"full",0,"British Columbia","BC",395,"fit"
"2785",2021-02-26,"H",174,199,227,"full",0,"British Columbia","BC",169,"fit"
"2786",2021-02-26,"ICU",47.95,60,74,"full",0,"British Columbia","BC",63,"fit"
"2787",2021-02-26,"death",3,7,12,"full",0,"British Columbia","BC",7,"fit"
"2788",2021-02-26,"report",355,406,456,"full",0,"British Columbia","BC",521,"fit"
"2789",2021-02-27,"H",170,198,225,"full",0,"British Columbia","BC",169,"fit"
"2790",2021-02-27,"ICU",46,59,73,"full",0,"British Columbia","BC",63,"fit"
"2791",2021-02-27,"death",2,7,11,"full",0,"British Columbia","BC",NA,"fit"
"2792",2021-02-27,"report",358.95,403,452.05,"full",0,"British Columbia","BC",NA,"fit"
"2793",2021-02-28,"H",169.95,197,224,"full",0,"British Columbia","BC",169,"fit"
"2794",2021-02-28,"ICU",46,58,72,"full",0,"British Columbia","BC",63,"fit"
"2795",2021-02-28,"death",3,7,11,"full",0,"British Columbia","BC",NA,"fit"
"2796",2021-02-28,"report",352.85,399.5,453.05,"full",0,"British Columbia","BC",NA,"fit"
"2797",2021-03-01,"H",169.95,193,220,"full",0,"British Columbia",NA,NA,"new"
"2798",2021-03-01,"ICU",46,58,72,"full",0,"British Columbia",NA,NA,"new"
"2799",2021-03-01,"death",3,7,11,"full",0,"British Columbia",NA,NA,"new"
"2800",2021-03-01,"report",352.95,399,455,"full",0,"British Columbia",NA,NA,"new"
"2801",2021-03-02,"H",166,193,220.05,"full",0,"British Columbia",NA,NA,"new"
"2802",2021-03-02,"ICU",46,59,72,"full",0,"British Columbia",NA,NA,"new"
"2803",2021-03-02,"death",3,7,11,"full",0,"British Columbia",NA,NA,"new"
"2804",2021-03-02,"report",348.95,393,450,"full",0,"British Columbia",NA,NA,"new"
"2805",2021-03-03,"H",167.9,192,217,"full",0,"British Columbia",NA,NA,"new"
"2806",2021-03-03,"ICU",45,58,70,"full",0,"British Columbia",NA,NA,"new"
"2807",2021-03-03,"death",3,6,11,"full",0,"British Columbia",NA,NA,"new"
"2808",2021-03-03,"report",346,393.5,445,"full",0,"British Columbia",NA,NA,"new"
"2809",2021-03-04,"H",166.95,192,217,"full",0,"British Columbia",NA,NA,"new"
"2810",2021-03-04,"ICU",44,57.5,70.05,"full",0,"British Columbia",NA,NA,"new"
"2811",2021-03-04,"death",3,6,11,"full",0,"British Columbia",NA,NA,"new"
"2812",2021-03-04,"report",338.95,392,440.05,"full",0,"British Columbia",NA,NA,"new"
"2813",2021-03-05,"H",165,189,215.05,"full",0,"British Columbia",NA,NA,"new"
"2814",2021-03-05,"ICU",43,57,72,"full",0,"British Columbia",NA,NA,"new"
"2815",2021-03-05,"death",2.95,7,11,"full",0,"British Columbia",NA,NA,"new"
"2816",2021-03-05,"report",338.95,390,437.1,"full",0,"British Columbia",NA,NA,"new"
"2817",2021-03-06,"H",162.95,188,219.05,"full",0,"British Columbia",NA,NA,"new"
"2818",2021-03-06,"ICU",43,57,70,"full",0,"British Columbia",NA,NA,"new"
"2819",2021-03-06,"death",3,6,11,"full",0,"British Columbia",NA,NA,"new"
"2820",2021-03-06,"report",336.95,387,442,"full",0,"British Columbia",NA,NA,"new"
"2821",2021-03-07,"H",162.95,189,213,"full",0,"British Columbia",NA,NA,"new"
"2822",2021-03-07,"ICU",45,57,70,"full",0,"British Columbia",NA,NA,"new"
"2823",2021-03-07,"death",3,7,11,"full",0,"British Columbia",NA,NA,"new"
"2824",2021-03-07,"report",334,381,434,"full",0,"British Columbia",NA,NA,"new"
"2825",2021-03-08,"H",160,187,212,"full",0,"British Columbia",NA,NA,"new"
"2826",2021-03-08,"ICU",44,56,69,"full",0,"British Columbia",NA,NA,"new"
"2827",2021-03-08,"death",3,6,11,"full",0,"British Columbia",NA,NA,"new"
"2828",2021-03-08,"report",329.95,382,432,"full",0,"British Columbia",NA,NA,"new"
"2829",2021-03-09,"H",161,185,213.05,"full",0,"British Columbia",NA,NA,"new"
"2830",2021-03-09,"ICU",44,55,69,"full",0,"British Columbia",NA,NA,"new"
"2831",2021-03-09,"death",3,6,10.05,"full",0,"British Columbia",NA,NA,"new"
"2832",2021-03-09,"report",327,377,436.05,"full",0,"British Columbia",NA,NA,"new"
"2833",2021-03-10,"H",159,185,212.05,"full",0,"British Columbia",NA,NA,"new"
"2834",2021-03-10,"ICU",43,55,69,"full",0,"British Columbia",NA,NA,"new"
"2835",2021-03-10,"death",2,6,11,"full",0,"British Columbia",NA,NA,"new"
"2836",2021-03-10,"report",321,375,430,"full",0,"British Columbia",NA,NA,"new"
"2837",2021-03-11,"H",155.9,180,204.05,"full",0,"British Columbia",NA,NA,"new"
"2838",2021-03-11,"ICU",42,56,67,"full",0,"British Columbia",NA,NA,"new"
"2839",2021-03-11,"death",3,6,11,"full",0,"British Columbia",NA,NA,"new"
"2840",2021-03-11,"report",322,371,428,"full",0,"British Columbia",NA,NA,"new"
"2841",2021-03-12,"H",155,181,211,"full",0,"British Columbia",NA,NA,"new"
"2842",2021-03-12,"ICU",42,55,68,"full",0,"British Columbia",NA,NA,"new"
"2843",2021-03-12,"death",2,6,11,"full",0,"British Columbia",NA,NA,"new"
"2844",2021-03-12,"report",317.95,372,425,"full",0,"British Columbia",NA,NA,"new"
"2845",2021-03-13,"H",154,180,205.05,"full",0,"British Columbia",NA,NA,"new"
"2846",2021-03-13,"ICU",42,54,69,"full",0,"British Columbia",NA,NA,"new"
"2847",2021-03-13,"death",2,6,11,"full",0,"British Columbia",NA,NA,"new"
"2848",2021-03-13,"report",311.95,369,424,"full",0,"British Columbia",NA,NA,"new"
"2849",2021-03-14,"H",153.95,179,206,"full",0,"British Columbia",NA,NA,"new"
"2850",2021-03-14,"ICU",41.95,54,68,"full",0,"British Columbia",NA,NA,"new"
"2851",2021-03-14,"death",3,6,10,"full",0,"British Columbia",NA,NA,"new"
"2852",2021-03-14,"report",313,363,418.1,"full",0,"British Columbia",NA,NA,"new"
"2853",2021-03-15,"H",152,177,203.05,"full",0,"British Columbia",NA,NA,"new"
"2854",2021-03-15,"ICU",42,54,67,"full",0,"British Columbia",NA,NA,"new"
"2855",2021-03-15,"death",2,6,10,"full",0,"British Columbia",NA,NA,"new"
"2856",2021-03-15,"report",310,361,413.05,"full",0,"British Columbia",NA,NA,"new"
"2857",2021-03-16,"H",152,176,205,"full",0,"British Columbia",NA,NA,"new"
"2858",2021-03-16,"ICU",41,53,65.05,"full",0,"British Columbia",NA,NA,"new"
"2859",2021-03-16,"death",2,6,10,"full",0,"British Columbia",NA,NA,"new"
"2860",2021-03-16,"report",306,359,413.15,"full",0,"British Columbia",NA,NA,"new"
"2861",2021-03-17,"H",150.95,175,201.05,"full",0,"British Columbia",NA,NA,"new"
"2862",2021-03-17,"ICU",41,53,68,"full",0,"British Columbia",NA,NA,"new"
"2863",2021-03-17,"death",3,6,11,"full",0,"British Columbia",NA,NA,"new"
"2864",2021-03-17,"report",302,355,414.2,"full",0,"British Columbia",NA,NA,"new"
"2865",2021-03-18,"H",150,175,203.05,"full",0,"British Columbia",NA,NA,"new"
"2866",2021-03-18,"ICU",41,53,65,"full",0,"British Columbia",NA,NA,"new"
"2867",2021-03-18,"death",2,6,10,"full",0,"British Columbia",NA,NA,"new"
"2868",2021-03-18,"report",307.85,355,415.05,"full",0,"British Columbia",NA,NA,"new"
"2869",2021-03-19,"H",149,174,199,"full",0,"British Columbia",NA,NA,"new"
"2870",2021-03-19,"ICU",40,52,65,"full",0,"British Columbia",NA,NA,"new"
"2871",2021-03-19,"death",2,6,10,"full",0,"British Columbia",NA,NA,"new"
"2872",2021-03-19,"report",299.95,353,412,"full",0,"British Columbia",NA,NA,"new"
"2873",2021-03-20,"H",146,172,201,"full",0,"British Columbia",NA,NA,"new"
"2874",2021-03-20,"ICU",39,52,67,"full",0,"British Columbia",NA,NA,"new"
"2875",2021-03-20,"death",2,6,10,"full",0,"British Columbia",NA,NA,"new"
"2876",2021-03-20,"report",298,347,412.05,"full",0,"British Columbia",NA,NA,"new"
"2877",2021-03-21,"H",145,171,199,"full",0,"British Columbia",NA,NA,"new"
"2878",2021-03-21,"ICU",37.95,51,64,"full",0,"British Columbia",NA,NA,"new"
"2879",2021-03-21,"death",2,6,10,"full",0,"British Columbia",NA,NA,"new"
"2880",2021-03-21,"report",290,347,410.05,"full",0,"British Columbia",NA,NA,"new"
"2881",2021-03-22,"H",144.95,171,200,"full",0,"British Columbia",NA,NA,"new"
"2882",2021-03-22,"ICU",38,51,65,"full",0,"British Columbia",NA,NA,"new"
"2883",2021-03-22,"death",2,6,10,"full",0,"British Columbia",NA,NA,"new"
"2884",2021-03-22,"report",294,341.5,406.05,"full",0,"British Columbia",NA,NA,"new"
"2885",2021-03-23,"H",143,168,197,"full",0,"British Columbia",NA,NA,"new"
"2886",2021-03-23,"ICU",38,51,66.05,"full",0,"British Columbia",NA,NA,"new"
"2887",2021-03-23,"death",2,6,10,"full",0,"British Columbia",NA,NA,"new"
"2888",2021-03-23,"report",288.9,343,399.05,"full",0,"British Columbia",NA,NA,"new"
"2889",2021-03-24,"H",143,168,192,"full",0,"British Columbia",NA,NA,"new"
"2890",2021-03-24,"ICU",39,50,65,"full",0,"British Columbia",NA,NA,"new"
"2891",2021-03-24,"death",2,6,10,"full",0,"British Columbia",NA,NA,"new"
"2892",2021-03-24,"report",290,338,400,"full",0,"British Columbia",NA,NA,"new"
"2893",2021-03-25,"H",140.95,166,195,"full",0,"British Columbia",NA,NA,"new"
"2894",2021-03-25,"ICU",37,50,63,"full",0,"British Columbia",NA,NA,"new"
"2895",2021-03-25,"death",2,6,10,"full",0,"British Columbia",NA,NA,"new"
"2896",2021-03-25,"report",282,337,401.15,"full",0,"British Columbia",NA,NA,"new"
"2897",2021-03-26,"H",140,166,192,"full",0,"British Columbia",NA,NA,"new"
"2898",2021-03-26,"ICU",39,50,63,"full",0,"British Columbia",NA,NA,"new"
"2899",2021-03-26,"death",2,5,10,"full",0,"British Columbia",NA,NA,"new"
"2900",2021-03-26,"report",284,335,396.05,"full",0,"British Columbia",NA,NA,"new"
"2901",2021-03-27,"H",140,166,191,"full",0,"British Columbia",NA,NA,"new"
"2902",2021-03-27,"ICU",36,49,63,"full",0,"British Columbia",NA,NA,"new"
"2903",2021-03-27,"death",2,6,10,"full",0,"British Columbia",NA,NA,"new"
"2904",2021-03-27,"report",282.95,332,394,"full",0,"British Columbia",NA,NA,"new"
"2905",2021-03-28,"H",137.9,163,190,"full",0,"British Columbia",NA,NA,"new"
"2906",2021-03-28,"ICU",36,48,62,"full",0,"British Columbia",NA,NA,"new"
"2907",2021-03-28,"death",2,5,10,"full",0,"British Columbia",NA,NA,"new"
"2908",2021-03-28,"report",276,327,388,"full",0,"British Columbia",NA,NA,"new"
"2909",2021-03-29,"H",137,162,187.05,"full",0,"British Columbia",NA,NA,"new"
"2910",2021-03-29,"ICU",35.95,49,62,"full",0,"British Columbia",NA,NA,"new"
"2911",2021-03-29,"death",2,5,10,"full",0,"British Columbia",NA,NA,"new"
"2912",2021-03-29,"report",270.95,326,391,"full",0,"British Columbia",NA,NA,"new"
"2913",2021-03-30,"H",135,162,189.05,"full",0,"British Columbia",NA,NA,"new"
"2914",2021-03-30,"ICU",35,48,64,"full",0,"British Columbia",NA,NA,"new"
"2915",2021-03-30,"death",2,5,10,"full",0,"British Columbia",NA,NA,"new"
"2916",2021-03-30,"report",266.9,325,385,"full",0,"British Columbia",NA,NA,"new"
"2917",2021-03-31,"H",137,161,187,"full",0,"British Columbia",NA,NA,"new"
"2918",2021-03-31,"ICU",35.95,47,60,"full",0,"British Columbia",NA,NA,"new"
"2919",2021-03-31,"death",2,5,10,"full",0,"British Columbia",NA,NA,"new"
"2920",2021-03-31,"report",269.95,321,379,"full",0,"British Columbia",NA,NA,"new"
"2921",2021-04-01,"H",131.95,159,183.05,"full",0,"British Columbia",NA,NA,"new"
"2922",2021-04-01,"ICU",35,46,59,"full",0,"British Columbia",NA,NA,"new"
"2923",2021-04-01,"death",2,5,9.04999999999995,"full",0,"British Columbia",NA,NA,"new"
"2924",2021-04-01,"report",267,321,378.05,"full",0,"British Columbia",NA,NA,"new"
"2925",2021-04-02,"H",134,158,185,"full",0,"British Columbia",NA,NA,"new"
"2926",2021-04-02,"ICU",36,48,61,"full",0,"British Columbia",NA,NA,"new"
"2927",2021-04-02,"death",2,5,10,"full",0,"British Columbia",NA,NA,"new"
"2928",2021-04-02,"report",263.95,315,378.05,"full",0,"British Columbia",NA,NA,"new"
"2929",2021-04-03,"H",132.95,156,184.05,"full",0,"British Columbia",NA,NA,"new"
"2930",2021-04-03,"ICU",35.95,47,61,"full",0,"British Columbia",NA,NA,"new"
"2931",2021-04-03,"death",2,5,10,"full",0,"British Columbia",NA,NA,"new"
"2932",2021-04-03,"report",264,315.5,373.1,"full",0,"British Columbia",NA,NA,"new"
"2933",2021-04-04,"H",129,155,185,"full",0,"British Columbia",NA,NA,"new"
"2934",2021-04-04,"ICU",35,46,60,"full",0,"British Columbia",NA,NA,"new"
"2935",2021-04-04,"death",2,5,9,"full",0,"British Columbia",NA,NA,"new"
"2936",2021-04-04,"report",263,313.5,376.1,"full",0,"British Columbia",NA,NA,"new"
"2937",2021-04-05,"H",129,153,182.05,"full",0,"British Columbia",NA,NA,"new"
"2938",2021-04-05,"ICU",35,46,60,"full",0,"British Columbia",NA,NA,"new"
"2939",2021-04-05,"death",1.95,5,9,"full",0,"British Columbia",NA,NA,"new"
"2940",2021-04-05,"report",256.85,309.5,379,"full",0,"British Columbia",NA,NA,"new"
"2941",2021-04-06,"H",129,155,177.05,"full",0,"British Columbia",NA,NA,"new"
"2942",2021-04-06,"ICU",33,47,60,"full",0,"British Columbia",NA,NA,"new"
"2943",2021-04-06,"death",2,5,9,"full",0,"British Columbia",NA,NA,"new"
"2944",2021-04-06,"report",250,304,370.05,"full",0,"British Columbia",NA,NA,"new"
"2945",2021-04-07,"H",129.95,154,183,"full",0,"British Columbia",NA,NA,"new"
"2946",2021-04-07,"ICU",34,45.5,59,"full",0,"British Columbia",NA,NA,"new"
"2947",2021-04-07,"death",1,5,9,"full",0,"British Columbia",NA,NA,"new"
"2948",2021-04-07,"report",252.95,306,372.05,"full",0,"British Columbia",NA,NA,"new"
"2949",2021-04-08,"H",125,150,178,"full",0,"British Columbia",NA,NA,"new"
"2950",2021-04-08,"ICU",33,45,59,"full",0,"British Columbia",NA,NA,"new"
"2951",2021-04-08,"death",2,5,9,"full",0,"British Columbia",NA,NA,"new"
"2952",2021-04-08,"report",247.9,300,366,"full",0,"British Columbia",NA,NA,"new"
"2953",2021-04-09,"H",125.95,150,176,"full",0,"British Columbia",NA,NA,"new"
"2954",2021-04-09,"ICU",34,45,58,"full",0,"British Columbia",NA,NA,"new"
"2955",2021-04-09,"death",1.95,5,9,"full",0,"British Columbia",NA,NA,"new"
"2956",2021-04-09,"report",247.95,299,370,"full",0,"British Columbia",NA,NA,"new"
"2957",2021-04-10,"H",125,150,179.1,"full",0,"British Columbia",NA,NA,"new"
"2958",2021-04-10,"ICU",32,45,58,"full",0,"British Columbia",NA,NA,"new"
"2959",2021-04-10,"death",2,5,9,"full",0,"British Columbia",NA,NA,"new"
"2960",2021-04-10,"report",245,300,364,"full",0,"British Columbia",NA,NA,"new"
"2961",2021-04-11,"H",119.95,148,176,"full",0,"British Columbia",NA,NA,"new"
"2962",2021-04-11,"ICU",32,45,59,"full",0,"British Columbia",NA,NA,"new"
"2963",2021-04-11,"death",1.95,5,9,"full",0,"British Columbia",NA,NA,"new"
"2964",2021-04-11,"report",244,294,358,"full",0,"British Columbia",NA,NA,"new"
"2965",2021-04-12,"H",121,146,172,"full",0,"British Columbia",NA,NA,"new"
"2966",2021-04-12,"ICU",32,43.5,57,"full",0,"British Columbia",NA,NA,"new"
"2967",2021-04-12,"death",2,5,9,"full",0,"British Columbia",NA,NA,"new"
"2968",2021-04-12,"report",238,296.5,361,"full",0,"British Columbia",NA,NA,"new"
"2969",2021-04-13,"H",119,145.5,176,"full",0,"British Columbia",NA,NA,"new"
"2970",2021-04-13,"ICU",32,44,57,"full",0,"British Columbia",NA,NA,"new"
"2971",2021-04-13,"death",2,5,9,"full",0,"British Columbia",NA,NA,"new"
"2972",2021-04-13,"report",242,288,355.05,"full",0,"British Columbia",NA,NA,"new"
"2973",2021-04-14,"H",120,144.5,175.05,"full",0,"British Columbia",NA,NA,"new"
"2974",2021-04-14,"ICU",32,43,58.05,"full",0,"British Columbia",NA,NA,"new"
"2975",2021-04-14,"death",2,5,9,"full",0,"British Columbia",NA,NA,"new"
"2976",2021-04-14,"report",239,290,352.05,"full",0,"British Columbia",NA,NA,"new"
"2977",2021-04-15,"H",120,145,171,"full",0,"British Columbia",NA,NA,"new"
"2978",2021-04-15,"ICU",32,43,55,"full",0,"British Columbia",NA,NA,"new"
"2979",2021-04-15,"death",1,5,9,"full",0,"British Columbia",NA,NA,"new"
"2980",2021-04-15,"report",231,288,354,"full",0,"British Columbia",NA,NA,"new"
"2981",2021-04-16,"H",119,143,169.05,"full",0,"British Columbia",NA,NA,"new"
"2982",2021-04-16,"ICU",31,42,55.05,"full",0,"British Columbia",NA,NA,"new"
"2983",2021-04-16,"death",2,5,9,"full",0,"British Columbia",NA,NA,"new"
"2984",2021-04-16,"report",228.95,283.5,348.05,"full",0,"British Columbia",NA,NA,"new"
"2985",2021-04-17,"H",117,143.5,171,"full",0,"British Columbia",NA,NA,"new"
